Language,ISO 639-3 Code,Type
"<a href=""https://en.wikipedia.org/wiki/Bondum_Dogon"" target=""_blank"">Bondum Dom Dogon</a>",dbu,Living
"<a href=""https://en.wikipedia.org/wiki/Bonerate_language"" target=""_blank"">Bonerate</a>",bna,Living
"<a href=""https://en.wikipedia.org/wiki/Bonerif_language"" target=""_blank"">Bonerif</a>",bnv,Living
"<a href=""https://en.wikipedia.org/wiki/Bonggi_language"" target=""_blank"">Bonggi</a>",bdg,Living
"<a href=""https://en.wikipedia.org/wiki/Bonggo_language"" target=""_blank"">Bonggo</a>",bpg,Living
"<a href=""https://en.wikipedia.org/wiki/Bongili_language"" target=""_blank"">Bongili</a>",bui,Living
"<a href=""https://en.wikipedia.org/wiki/Bongo_language"" target=""_blank"">Bongo</a>",bot,Living
"<a href=""https://en.wikipedia.org/wiki/Bongu_language"" target=""_blank"">Bongu</a>",bpu,Living
"<a href=""https://en.wikipedia.org/wiki/Bonjo_language"" target=""_blank"">Bonjo</a>",bok,Living
"<a href=""https://en.wikipedia.org/wiki/Bonkeng_language"" target=""_blank"">Bonkeng</a>",bvg,Living
"<a href=""https://en.wikipedia.org/wiki/Bonkiman_language"" target=""_blank"">Bonkiman</a>",bop,Living
"<a href=""https://en.wikipedia.org/wiki/Bontoc_language"" target=""_blank"">Bontok</a>",bnc,Living
"<a href=""https://en.wikipedia.org/wiki/Bookan_language"" target=""_blank"">Bookan</a>",bnb,Living
"<a href=""https://en.wikipedia.org/wiki/Boon_language"" target=""_blank"">Boon</a>",bnl,Living
"<a href=""https://en.wikipedia.org/wiki/Boor_language"" target=""_blank"">Boor</a>",bvf,Living
"<a href=""https://en.wikipedia.org/wiki/Bora_language"" target=""_blank"">Bora</a>",boa,Living
"<a href=""https://en.wikipedia.org/wiki/Southern_Oromo_language"" target=""_blank"">Borana-Arsi-Guji Oromo</a>",gax,Living
"<a href=""https://en.wikipedia.org/wiki/Kuna_language"" target=""_blank"">Border Kuna</a>",kvn,Living
"<a href=""https://en.wikipedia.org/wiki/Mbore_language"" target=""_blank"">Borei</a>",gai,Living
"<a href=""https://en.wikipedia.org/wiki/Fula_language"" target=""_blank"">Borgu Fulfulde</a>",fue,Living
"<a href=""https://en.wikipedia.org/wiki/Shinasha_language"" target=""_blank"">Boro (Ethiopia)</a>",bwo,Living
"<a href=""https://en.wikipedia.org/wiki/Boro_language_(Ghana)"" target=""_blank"">Boro (Ghana)</a>",xxb,Extinct
"<a href=""https://en.wikipedia.org/wiki/Borong_language"" target=""_blank"">Borong</a>",ksr,Living
"<a href=""https://en.wikipedia.org/wiki/Bororo_language"" target=""_blank"">Borôro</a>",bor,Living
"<a href=""https://en.wikipedia.org/wiki/Boruca_language"" target=""_blank"">Boruca</a>",brn,Living
"<a href=""https://en.wikipedia.org/wiki/Barkul_language"" target=""_blank"">Bo-Rukul</a>",mae,Living
"<a href=""https://en.wikipedia.org/wiki/Boselewa_language"" target=""_blank"">Boselewa</a>",bwf,Living
"<a href=""https://en.wikipedia.org/wiki/Bosmun_language"" target=""_blank"">Bosngun</a>",bqs,Living
"<a href=""https://en.wikipedia.org/wiki/Bosnian_language"" target=""_blank"">Bosnian</a>",bos,Living
"<a href=""https://en.wikipedia.org/wiki/Bote-Darai_language"" target=""_blank"">Bote-Majhi</a>",bmj,Living
"<a href=""https://en.wikipedia.org/wiki/Botlikh_language"" target=""_blank"">Botlikh</a>",bph,Living
"<a href=""https://en.wikipedia.org/wiki/Botolan_language"" target=""_blank"">Botolan Sambal</a>",sbl,Living
"<a href=""https://en.wikipedia.org/wiki/Kulango_language"" target=""_blank"">Bouna Kulango</a>",nku,Living
"<a href=""https://en.wikipedia.org/wiki/Tembagla_language"" target=""_blank"">Bo-Ung</a>",mux,Living
"<a href=""https://en.wikipedia.org/wiki/Bouyei_language"" target=""_blank"">Bouyei</a>",pcc,Living
"<a href=""https://en.wikipedia.org/wiki/Bozaba_language"" target=""_blank"">Bozaba</a>",bzo,Living
"<a href=""https://en.wikipedia.org/wiki/Bragat_language"" target=""_blank"">Bragat</a>",aof,Living
"<a href=""https://en.wikipedia.org/wiki/Brahui_language"" target=""_blank"">Brahui</a>",brh,Living
"<a href=""https://en.wikipedia.org/wiki/Braj_Bhasha"" target=""_blank"">Braj</a>",bra,Living
"<a href=""https://en.wikipedia.org/wiki/Brazilian_Sign_Language"" target=""_blank"">Brazilian Sign Language</a>",bzs,Living
"<a href=""https://en.wikipedia.org/wiki/Brem_language"" target=""_blank"">Brem</a>",buq,Living
"<a href=""https://en.wikipedia.org/wiki/Breri_language"" target=""_blank"">Breri</a>",brq,Living
"<a href=""https://en.wikipedia.org/wiki/Breton_language"" target=""_blank"">Breton</a>",bre,Living
"<a href=""https://en.wikipedia.org/wiki/Bribri_language"" target=""_blank"">Bribri</a>",bzd,Living
"<a href=""https://en.wikipedia.org/wiki/Brithenig"" target=""_blank"">Brithenig</a>",bzt,Constructed
"<a href=""https://en.wikipedia.org/wiki/British_Sign_Language"" target=""_blank"">British Sign Language</a>",bfi,Living
"<a href=""https://en.wikipedia.org/wiki/Brokkat_language"" target=""_blank"">Brokkat</a>",bro,Living
"<a href=""https://en.wikipedia.org/wiki/Brokpa_language"" target=""_blank"">Brokpake</a>",sgt,Living
"<a href=""https://en.wikipedia.org/wiki/Brokskat_language"" target=""_blank"">Brokskat</a>",bkk,Living
"<a href=""https://en.wikipedia.org/wiki/Palawano_language"" target=""_blank"">Brooke's Point Palawano</a>",plw,Living
"<a href=""https://en.wikipedia.org/wiki/Broome_Pearling_Lugger_Pidgin"" target=""_blank"">Broome Pearling Lugger Pidgin</a>",bpl,Living
"<a href=""https://en.wikipedia.org/wiki/Brunei_Malay"" target=""_blank"">Brunei</a>",kxd,Living
"<a href=""https://en.wikipedia.org/wiki/Brunei_Bisaya_language"" target=""_blank"">Brunei Bisaya</a>",bsb,Living
"<a href=""https://en.wikipedia.org/wiki/Bu_language"" target=""_blank"">Bu</a>",jid,Living
"<a href=""https://en.wikipedia.org/wiki/Bua_language"" target=""_blank"">Bua</a>",bub,Living
"<a href=""https://en.wikipedia.org/wiki/Sh%C3%B6_language"" target=""_blank"">Bualkhaw Chin</a>",cbl,Living
"<a href=""https://en.wikipedia.org/wiki/Buamu_language"" target=""_blank"">Buamu</a>",box,Living
"<a href=""https://en.wikipedia.org/wiki/Bube_language"" target=""_blank"">Bube</a>",bvb,Living
"<a href=""https://en.wikipedia.org/wiki/Vove_language"" target=""_blank"">Bubi</a>",buw,Living
"<a href=""https://en.wikipedia.org/wiki/Bube_language"" target=""_blank"">Bubia</a>",bbx,Living
"<a href=""https://en.wikipedia.org/wiki/Stieng_language"" target=""_blank"">Budeh Stieng</a>",stt,Living
"<a href=""https://en.wikipedia.org/wiki/Budibud_language"" target=""_blank"">Budibud</a>",btp,Living
"<a href=""https://en.wikipedia.org/wiki/Budong-Budong_language"" target=""_blank"">Budong-Budong</a>",bdx,Living
"<a href=""https://en.wikipedia.org/wiki/Budu_language"" target=""_blank"">Budu</a>",buu,Living
"<a href=""https://en.wikipedia.org/wiki/Budukh_language"" target=""_blank"">Budukh</a>",bdk,Living
"<a href=""https://en.wikipedia.org/wiki/Yedina_language"" target=""_blank"">Buduma</a>",bdm,Living
"<a href=""https://en.wikipedia.org/wiki/Budza_language"" target=""_blank"">Budza</a>",bja,Living
"<a href=""https://en.wikipedia.org/wiki/Bugan_language"" target=""_blank"">Bugan</a>",bbh,Living
"<a href=""https://en.wikipedia.org/wiki/Bukawa_language"" target=""_blank"">Bugawac</a>",buk,Living
"<a href=""https://en.wikipedia.org/wiki/Bughotu_language"" target=""_blank"">Bughotu</a>",bgt,Living
"<a href=""https://en.wikipedia.org/wiki/Buginese_language"" target=""_blank"">Buginese</a>",bug,Living
"<a href=""https://en.wikipedia.org/wiki/Buglere"" target=""_blank"">Buglere</a>",sab,Living
"<a href=""https://en.wikipedia.org/wiki/Khowa_language"" target=""_blank"">Bugun</a>",bgg,Living
"<a href=""https://en.wikipedia.org/wiki/Buhid_language"" target=""_blank"">Buhid</a>",bku,Living
"<a href=""https://en.wikipedia.org/wiki/Albay_Bikol_language"" target=""_blank"">Buhi'non Bikol</a>",ubl,Living
"<a href=""https://en.wikipedia.org/wiki/Buhutu_language"" target=""_blank"">Buhutu</a>",bxh,Living
"<a href=""https://en.wikipedia.org/wiki/Bukar_Sadong_language"" target=""_blank"">Bukar-Sadung Bidayuh</a>",sdo,Living
"<a href=""https://en.wikipedia.org/wiki/Bukat_language"" target=""_blank"">Bukat</a>",bvk,Living
"<a href=""https://en.wikipedia.org/wiki/Bukhori_dialect"" target=""_blank"">Bukharic</a>",bhh,Living
"<a href=""https://en.wikipedia.org/wiki/Banjar_language"" target=""_blank"">Bukit Malay</a>",bvu,Living
"<a href=""https://en.wikipedia.org/wiki/Bukitan_language"" target=""_blank"">Bukitan</a>",bkn,Living
"<a href=""https://en.wikipedia.org/wiki/Bukiyip_language"" target=""_blank"">Bukiyip</a>",ape,Living
"<a href=""https://en.wikipedia.org/wiki/Tharu_languages"" target=""_blank"">Buksa</a>",tkb,Living
"<a href=""https://en.wikipedia.org/wiki/Bukusu_dialect"" target=""_blank"">Bukusu</a>",bxk,Living
"<a href=""https://en.wikipedia.org/wiki/Naki_language"" target=""_blank"">Bukwen</a>",buz,Living
"<a href=""https://en.wikipedia.org/wiki/Bulgarian_language"" target=""_blank"">Bulgarian</a>",bul,Living
"<a href=""https://en.wikipedia.org/wiki/Bulgarian_Sign_Language"" target=""_blank"">Bulgarian Sign Language</a>",bqn,Living
"<a href=""https://en.wikipedia.org/wiki/Bulgebi_language"" target=""_blank"">Bulgebi</a>",bmp,Living
"<a href=""https://en.wikipedia.org/wiki/Buli_language_(Ghana)"" target=""_blank"">Buli (Ghana)</a>",bwu,Living
"<a href=""https://en.wikipedia.org/wiki/Buli_language_(Indonesia)"" target=""_blank"">Buli (Indonesia)</a>",bzq,Living
"<a href=""https://en.wikipedia.org/wiki/Bullom_So_language"" target=""_blank"">Bullom So</a>",buy,Living
"<a href=""https://en.wikipedia.org/wiki/Stieng_language"" target=""_blank"">Bulo Stieng</a>",sti,Living
"<a href=""https://en.wikipedia.org/wiki/Bulu_language"" target=""_blank"">Bulu (Cameroon)</a>",bum,Living
"<a href=""https://en.wikipedia.org/wiki/Bulu_language_(Oceanic)"" target=""_blank"">Bulu (Papua New Guinea)</a>",bjl,Living
"<a href=""https://en.wikipedia.org/wiki/Bum_language"" target=""_blank"">Bum</a>",bmv,Living
"<a href=""https://en.wikipedia.org/wiki/Bumaji_language"" target=""_blank"">Bumaji</a>",byp,Living
"<a href=""https://en.wikipedia.org/wiki/Bumang_language"" target=""_blank"">Bumang</a>",bvp,Living
"<a href=""https://en.wikipedia.org/wiki/Bumbita_language"" target=""_blank"">Bumbita Arapesh</a>",aon,Living
"<a href=""https://en.wikipedia.org/wiki/Bumthang_language"" target=""_blank"">Bumthangkha</a>",kjz,Living
"<a href=""https://en.wikipedia.org/wiki/Bun_language"" target=""_blank"">Bun</a>",buv,Living
"<a href=""https://en.wikipedia.org/wiki/Buna_language"" target=""_blank"">Buna</a>",bvn,Living
"<a href=""https://en.wikipedia.org/wiki/Bunuba_language"" target=""_blank"">Bunaba</a>",bck,Living
"<a href=""https://en.wikipedia.org/wiki/Bunak_language"" target=""_blank"">Bunak</a>",bfn,Living
"<a href=""https://en.wikipedia.org/wiki/Bunama_language"" target=""_blank"">Bunama</a>",bdd,Living
"<a href=""https://en.wikipedia.org/wiki/Bu-Nao_language"" target=""_blank"">Bu-Nao Bunu</a>",bwx,Living
"<a href=""https://en.wikipedia.org/wiki/Bundeli_language"" target=""_blank"">Bundeli</a>",bns,Living
"<a href=""https://en.wikipedia.org/wiki/Bung_language"" target=""_blank"">Bung</a>",bqd,Living
"<a href=""https://en.wikipedia.org/wiki/Bungain_language"" target=""_blank"">Bungain</a>",but,Living
"<a href=""https://en.wikipedia.org/wiki/Bungandidj_language"" target=""_blank"">Bunganditj</a>",xbg,Extinct
"<a href=""https://en.wikipedia.org/wiki/Bungku_language"" target=""_blank"">Bungku</a>",bkz,Living
"<a href=""https://en.wikipedia.org/wiki/Bungu_language"" target=""_blank"">Bungu</a>",wun,Living
"<a href=""https://en.wikipedia.org/wiki/Budu_Dogon"" target=""_blank"">Bunoge Dogon</a>",dgb,Living
"<a href=""https://en.wikipedia.org/wiki/Bunun_language"" target=""_blank"">Bunun</a>",bnn,Living
"<a href=""https://en.wikipedia.org/wiki/Buol_language"" target=""_blank"">Buol</a>",blf,Living
"<a href=""https://en.wikipedia.org/wiki/Burak_language"" target=""_blank"">Burak</a>",bys,Living
"<a href=""https://en.wikipedia.org/wiki/Gbanzili_language"" target=""_blank"">Buraka</a>",bkg,Living
"<a href=""https://en.wikipedia.org/wiki/Bura_language"" target=""_blank"">Bura-Pabir</a>",bwr,Living
"<a href=""https://en.wikipedia.org/wiki/Burarra_language"" target=""_blank"">Burarra</a>",bvr,Living
"<a href=""https://en.wikipedia.org/wiki/Burate_language"" target=""_blank"">Burate</a>",bti,Living
"<a href=""https://en.wikipedia.org/wiki/Burduna_language"" target=""_blank"">Burduna</a>",bxn,Living
"<a href=""https://en.wikipedia.org/wiki/Bure_language"" target=""_blank"">Bure</a>",bvh,Living
"<a href=""https://en.wikipedia.org/wiki/Buryat_language"" target=""_blank"">Buriat</a>",bua,Living
"<a href=""https://en.wikipedia.org/wiki/Burji_language"" target=""_blank"">Burji</a>",bji,Living
"<a href=""https://en.wikipedia.org/wiki/Burmbar_language"" target=""_blank"">Burmbar</a>",vrt,Living
"<a href=""https://en.wikipedia.org/wiki/Burmese_language"" target=""_blank"">Burmese</a>",mya,Living
"<a href=""https://en.wikipedia.org/wiki/Burmeso_language"" target=""_blank"">Burmeso</a>",bzu,Living
"<a href=""https://en.wikipedia.org/wiki/Buru_language"" target=""_blank"">Buru (Indonesia)</a>",mhs,Living
"<a href=""https://en.wikipedia.org/wiki/Buru_language_(Nigeria)"" target=""_blank"">Buru (Nigeria)</a>",bqw,Living
"<a href=""https://en.wikipedia.org/wiki/Burui_language"" target=""_blank"">Burui</a>",bry,Living
"<a href=""https://en.wikipedia.org/wiki/Burumakok_language"" target=""_blank"">Burumakok</a>",aip,Living
"<a href=""https://en.wikipedia.org/wiki/Burun_language"" target=""_blank"">Burun</a>",bdi,Living
"<a href=""https://en.wikipedia.org/wiki/Burunge_language"" target=""_blank"">Burunge</a>",bds,Living
"<a href=""https://en.wikipedia.org/wiki/Burushaski"" target=""_blank"">Burushaski</a>",bsk,Living
"<a href=""https://en.wikipedia.org/wiki/Burusu_language"" target=""_blank"">Burusu</a>",bqr,Living
"<a href=""https://en.wikipedia.org/wiki/Buruwai_language"" target=""_blank"">Buruwai</a>",asi,Living
"<a href=""https://en.wikipedia.org/wiki/Busa_language_(Mande)"" target=""_blank"">Busa</a>",bqp,Living
"<a href=""https://en.wikipedia.org/wiki/Busam_language"" target=""_blank"">Busam</a>",bxs,Living
"<a href=""https://en.wikipedia.org/wiki/Busami_language"" target=""_blank"">Busami</a>",bsm,Living
"<a href=""https://en.wikipedia.org/wiki/Kayan_language_(Borneo)"" target=""_blank"">Busang Kayan</a>",bfg,Living
"<a href=""https://en.wikipedia.org/wiki/Bushi_language"" target=""_blank"">Bushi</a>",buc,Living
"<a href=""https://en.wikipedia.org/wiki/Bushong_language"" target=""_blank"">Bushoong</a>",buf,Living
"<a href=""https://en.wikipedia.org/wiki/Buso_language"" target=""_blank"">Buso</a>",bso,Living
"<a href=""https://en.wikipedia.org/wiki/Busoa_language"" target=""_blank"">Busoa</a>",bup,Living
"<a href=""https://en.wikipedia.org/wiki/Bussa_language"" target=""_blank"">Bussa</a>",dox,Living
"<a href=""https://en.wikipedia.org/wiki/Busuu_language"" target=""_blank"">Busuu</a>",bju,Living
"<a href=""https://en.wikipedia.org/wiki/Kalinga_language"" target=""_blank"">Butbut Kalinga</a>",kyb,Living
"<a href=""https://en.wikipedia.org/wiki/Butmas_language"" target=""_blank"">Butmas-Tur</a>",bnr,Living
"<a href=""https://en.wikipedia.org/wiki/Butuanon_language"" target=""_blank"">Butuanon</a>",btw,Living
"<a href=""https://en.wikipedia.org/wiki/Buwal_language"" target=""_blank"">Buwal</a>",bhs,Living
"<a href=""https://en.wikipedia.org/wiki/Buyu_language"" target=""_blank"">Buyu</a>",byi,Living
"<a href=""https://en.wikipedia.org/wiki/Jino_language"" target=""_blank"">Buyuan Jinuo</a>",jiy,Living
"<a href=""https://en.wikipedia.org/wiki/Bwa_language"" target=""_blank"">Bwa</a>",bww,Living
"<a href=""https://en.wikipedia.org/wiki/Bwaidoka_language"" target=""_blank"">Bwaidoka</a>",bwd,Living
"<a href=""https://en.wikipedia.org/wiki/Bwanabwana_language"" target=""_blank"">Bwanabwana</a>",tte,Living
"<a href=""https://en.wikipedia.org/wiki/Haveke_language"" target=""_blank"">Bwatoo</a>",bwa,Living
"<a href=""https://en.wikipedia.org/wiki/Bwe_Karen_language"" target=""_blank"">Bwe Karen</a>",bwe,Living
"<a href=""https://en.wikipedia.org/wiki/Bwela_language"" target=""_blank"">Bwela</a>",bwl,Living
"<a href=""https://en.wikipedia.org/wiki/Bwile_language"" target=""_blank"">Bwile</a>",bwc,Living
"<a href=""https://en.wikipedia.org/wiki/Bwisi_language"" target=""_blank"">Bwisi</a>",bwz,Living
"<a href=""https://en.wikipedia.org/wiki/Byangsi_language"" target=""_blank"">Byangsi</a>",bee,Living
"<a href=""https://en.wikipedia.org/wiki/Byep_language"" target=""_blank"">Byep</a>",mkk,Living
"<a href=""https://en.wikipedia.org/wiki/Caac_language"" target=""_blank"">Caac</a>",msq,Living
"<a href=""https://en.wikipedia.org/wiki/Cab%C3%A9car_language"" target=""_blank"">Cabécar</a>",cjp,Living
"<a href=""https://en.wikipedia.org/wiki/Cabiyari_language"" target=""_blank"">Cabiyarí</a>",cbb,Living
"<a href=""https://en.wikipedia.org/wiki/Cacaloxtepec_Mixtec"" target=""_blank"">Cacaloxtepec Mixtec</a>",miu,Living
"<a href=""https://en.wikipedia.org/wiki/Cacaopera_language"" target=""_blank"">Cacaopera</a>",ccr,Extinct
"<a href=""https://en.wikipedia.org/wiki/Roglai_language"" target=""_blank"">Cacgia Roglai</a>",roc,Living
"<a href=""https://en.wikipedia.org/wiki/Kakwa_language"" target=""_blank"">Cacua</a>",cbv,Living
"<a href=""https://en.wikipedia.org/wiki/Caddo_language"" target=""_blank"">Caddo</a>",cad,Living
"<a href=""https://en.wikipedia.org/wiki/Cafund%C3%B3_language"" target=""_blank"">Cafundo Creole</a>",ccd,Living
"<a href=""https://en.wikipedia.org/wiki/Spurious_languages#Cagua"" target=""_blank"">Cagua</a>",cbh,Extinct
"<a href=""https://en.wikipedia.org/wiki/Cahuarano_language"" target=""_blank"">Cahuarano</a>",cah,Living
"<a href=""https://en.wikipedia.org/wiki/Cahuilla_language"" target=""_blank"">Cahuilla</a>",chl,Living
"<a href=""https://en.wikipedia.org/wiki/Hungworo_language"" target=""_blank"">Cahungwarya</a>",nat,Living
"<a href=""https://en.wikipedia.org/wiki/Cajamarca_Quechua"" target=""_blank"">Cajamarca Quechua</a>",qvc,Living
"<a href=""https://en.wikipedia.org/wiki/Hu%C3%A1nuco_Quechua"" target=""_blank"">Cajatambo North Lima Quechua</a>",qvl,Living
"<a href=""https://en.wikipedia.org/wiki/Cajonos_Zapotec"" target=""_blank"">Cajonos Zapotec</a>",zad,Living
"<a href=""https://en.wikipedia.org/wiki/Cajun_French"" target=""_blank"">Cajun French</a>",frc,Living
"<a href=""https://en.wikipedia.org/wiki/Caka_language"" target=""_blank"">Caka</a>",ckx,Living
"<a href=""https://en.wikipedia.org/wiki/Cauque_Mayan_language"" target=""_blank"">Cakchiquel-Quiché Mixed Language</a>",ckz,Living
"<a href=""https://en.wikipedia.org/wiki/Cakfem-Mushere_language"" target=""_blank"">Cakfem-Mushere</a>",cky,Living
"<a href=""https://en.wikipedia.org/wiki/Calamian_Tagbanwa_language"" target=""_blank"">Calamian Tagbanwa</a>",tbk,Living
"<a href=""https://en.wikipedia.org/wiki/Kichwa_language"" target=""_blank"">Calderón Highland Quichua</a>",qud,Living
"<a href=""https://en.wikipedia.org/wiki/Kallawaya_language"" target=""_blank"">Callawalla</a>",caw,Living
