Language,ISO 639-3 Code,Type
"<a href=""https://en.wikipedia.org/wiki/Thangmi_language"" target=""_blank"">Thangmi</a>",thf,Living
"<a href=""https://en.wikipedia.org/wiki/Thao_language"" target=""_blank"">Thao</a>",ssf,Living
"<a href=""https://en.wikipedia.org/wiki/Meru_language"" target=""_blank"">Tharaka</a>",thk,Living
"<a href=""https://en.wikipedia.org/wiki/Thawa_language"" target=""_blank"">Thawa</a>",xtv,Extinct
"<a href=""https://en.wikipedia.org/wiki/Kuuk_Thaayorre_language"" target=""_blank"">Thayore</a>",thd,Living
"<a href=""https://en.wikipedia.org/wiki/Gugu_Thaypan_language"" target=""_blank"">Thaypan</a>",typ,Extinct
"<a href=""https://en.wikipedia.org/wiki/Mantharta_language"" target=""_blank"">Thiin</a>",iin,Extinct
"<a href=""https://en.wikipedia.org/wiki/Cuoi_language"" target=""_blank"">Tho</a>",tou,Living
"<a href=""https://en.wikipedia.org/wiki/Thompson_language"" target=""_blank"">Thompson</a>",thp,Living
"<a href=""https://en.wikipedia.org/wiki/Thopho_language"" target=""_blank"">Thopho</a>",ytp,Living
"<a href=""https://en.wikipedia.org/wiki/Thracian_language"" target=""_blank"">Thracian</a>",txh,Ancient
"<a href=""https://en.wikipedia.org/wiki/Dai_Zhuang_language"" target=""_blank"">Thu Lao</a>",tyl,Living
"<a href=""https://en.wikipedia.org/wiki/Central_Tibetan_language"" target=""_blank"">Thudam</a>",thw,Living
"<a href=""https://en.wikipedia.org/wiki/Thulung_language"" target=""_blank"">Thulung</a>",tdh,Living
"<a href=""https://en.wikipedia.org/wiki/Tharawal_language"" target=""_blank"">Thurawal</a>",tbh,Extinct
"<a href=""https://en.wikipedia.org/wiki/Thuri_language"" target=""_blank"">Thuri</a>",thu,Living
"<a href=""https://en.wikipedia.org/wiki/Tiagba_language"" target=""_blank"">Tiagbamrin Aizi</a>",ahi,Living
"<a href=""https://en.wikipedia.org/wiki/Malmariv_language"" target=""_blank"">Tiale</a>",mnl,Living
"<a href=""https://en.wikipedia.org/wiki/Tiang_language"" target=""_blank"">Tiang</a>",tbj,Living
"<a href=""https://en.wikipedia.org/wiki/Tibea_language"" target=""_blank"">Tibea</a>",ngy,Living
"<a href=""https://en.wikipedia.org/wiki/Standard_Tibetan"" target=""_blank"">Tibetan</a>",bod,Living
"<a href=""https://en.wikipedia.org/wiki/Central_Tibetan_language"" target=""_blank"">Tichurong</a>",tcn,Living
"<a href=""https://en.wikipedia.org/wiki/Ticuna_language"" target=""_blank"">Ticuna</a>",tca,Living
"<a href=""https://en.wikipedia.org/wiki/Tida%C3%A1_Mixtec"" target=""_blank"">Tidaá Mixtec</a>",mtx,Living
"<a href=""https://en.wikipedia.org/wiki/Tidikelt_language"" target=""_blank"">Tidikelt Tamazight</a>",tia,Living
"<a href=""https://en.wikipedia.org/wiki/Nonukan_Tidong_language"" target=""_blank"">Tidong</a>",tid,Living
"<a href=""https://en.wikipedia.org/wiki/Tidore_language"" target=""_blank"">Tidore</a>",tvo,Living
"<a href=""https://en.wikipedia.org/wiki/Tyefo_language"" target=""_blank"">Tiéfo</a>",tiq,Living
"<a href=""https://en.wikipedia.org/wiki/Bozo_language"" target=""_blank"">Tiemacèwè Bozo</a>",boo,Living
"<a href=""https://en.wikipedia.org/wiki/Tiene_language"" target=""_blank"">Tiene</a>",tii,Living
"<a href=""https://en.wikipedia.org/wiki/Bozo_language"" target=""_blank"">Tiéyaxo Bozo</a>",boz,Living
"<a href=""https://en.wikipedia.org/wiki/Tifal_language"" target=""_blank"">Tifal</a>",tif,Living
"<a href=""https://en.wikipedia.org/wiki/Tigak_language"" target=""_blank"">Tigak</a>",tgc,Living
"<a href=""https://en.wikipedia.org/wiki/Tigon_language"" target=""_blank"">Tigon Mbembe</a>",nza,Living
"<a href=""https://en.wikipedia.org/wiki/Tigre_language"" target=""_blank"">Tigre</a>",tig,Living
"<a href=""https://en.wikipedia.org/wiki/Tigrinya_language"" target=""_blank"">Tigrinya</a>",tir,Living
"<a href=""https://en.wikipedia.org/wiki/Tii_language"" target=""_blank"">Tii</a>",txq,Living
"<a href=""https://en.wikipedia.org/wiki/Atatl%C3%A1huca%E2%80%93San_Miguel_Mixtec"" target=""_blank"">Tijaltepec Mixtec</a>",xtl,Living
"<a href=""https://en.wikipedia.org/wiki/Tikar_language"" target=""_blank"">Tikar</a>",tik,Living
"<a href=""https://en.wikipedia.org/wiki/Tikopia_language"" target=""_blank"">Tikopia</a>",tkp,Living
"<a href=""https://en.wikipedia.org/wiki/Tilapa_Otomi"" target=""_blank"">Tilapa Otomi</a>",otl,Living
"<a href=""https://en.wikipedia.org/wiki/Tillamook_language"" target=""_blank"">Tillamook</a>",til,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tilquiapan_Zapotec"" target=""_blank"">Tilquiapan Zapotec</a>",zts,Living
"<a href=""https://en.wikipedia.org/wiki/Tilung_language"" target=""_blank"">Tilung</a>",tij,Living
"<a href=""https://en.wikipedia.org/wiki/Tima_language"" target=""_blank"">Tima</a>",tms,Living
"<a href=""https://en.wikipedia.org/wiki/Timbe_language"" target=""_blank"">Timbe</a>",tim,Living
"<a href=""https://en.wikipedia.org/wiki/Temne_language"" target=""_blank"">Timne</a>",tem,Living
"<a href=""https://en.wikipedia.org/wiki/Bidau_Creole_Portuguese"" target=""_blank"">Timor Pidgin</a>",tvy,Extinct
"<a href=""https://en.wikipedia.org/wiki/Timucua_language"" target=""_blank"">Timucua</a>",tjm,Extinct
"<a href=""https://en.wikipedia.org/wiki/Timugon_language"" target=""_blank"">Timugon Murut</a>",tih,Living
"<a href=""https://en.wikipedia.org/wiki/Tinani_language"" target=""_blank"">Tinani</a>",lbf,Living
"<a href=""https://en.wikipedia.org/wiki/Tindi_language"" target=""_blank"">Tindi</a>",tin,Living
"<a href=""https://en.wikipedia.org/wiki/Tingui-Bot%C3%B3_language"" target=""_blank"">Tingui-Boto</a>",tgv,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tinigua_language"" target=""_blank"">Tinigua</a>",tit,Living
"<a href=""https://en.wikipedia.org/wiki/Kallahan_language"" target=""_blank"">Tinoc Kallahan</a>",tne,Living
"<a href=""https://en.wikipedia.org/wiki/Tinputz_language"" target=""_blank"">Tinputz</a>",tpz,Living
"<a href=""https://en.wikipedia.org/wiki/Kokborok"" target=""_blank"">Tippera</a>",tpe,Living
"<a href=""https://en.wikipedia.org/wiki/Tiro_language"" target=""_blank"">Tira</a>",tic,Living
"<a href=""https://en.wikipedia.org/wiki/Tirahi_language"" target=""_blank"">Tirahi</a>",tra,Living
"<a href=""https://en.wikipedia.org/wiki/Duleri_Dogon"" target=""_blank"">Tiranige Diga Dogon</a>",tde,Living
"<a href=""https://en.wikipedia.org/wiki/T%C3%AEr%C3%AE_language"" target=""_blank"">Tiri</a>",cir,Living
"<a href=""https://en.wikipedia.org/wiki/Tiruray_language"" target=""_blank"">Tiruray</a>",tiy,Living
"<a href=""https://en.wikipedia.org/wiki/Tita_language"" target=""_blank"">Tita</a>",tdq,Living
"<a href=""https://en.wikipedia.org/wiki/Titan_language"" target=""_blank"">Titan</a>",ttv,Living
"<a href=""https://en.wikipedia.org/wiki/Tiv_language"" target=""_blank"">Tiv</a>",tiv,Living
"<a href=""https://en.wikipedia.org/wiki/Tiwa_language_(India)"" target=""_blank"">Tiwa</a>",lax,Living
"<a href=""https://en.wikipedia.org/wiki/Tiwi_language"" target=""_blank"">Tiwi</a>",tiw,Living
"<a href=""https://en.wikipedia.org/wiki/Jurruru_language"" target=""_blank"">Tjurruru</a>",tju,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tlachichilco_Tepehua"" target=""_blank"">Tlachichilco Tepehua</a>",tpt,Living
"<a href=""https://en.wikipedia.org/wiki/Tlapanec_language"" target=""_blank"">Tlacoapa Me'phaa</a>",tpl,Living
"<a href=""https://en.wikipedia.org/wiki/Chiltepec-Tlacoatzintepec_Chinantec"" target=""_blank"">Tlacoatzintepec Chinantec</a>",ctl,Living
"<a href=""https://en.wikipedia.org/wiki/Tlacolulita_Zapotec"" target=""_blank"">Tlacolulita Zapotec</a>",zpk,Living
"<a href=""https://en.wikipedia.org/wiki/Tlahuitoltepec_Mixe"" target=""_blank"">Tlahuitoltepec Mixe</a>",mxp,Living
"<a href=""https://en.wikipedia.org/wiki/Guerrero_Nahuatl"" target=""_blank"">Tlamacazapa Nahuatl</a>",nuz,Living
"<a href=""https://en.wikipedia.org/wiki/Estetla_Mixtec"" target=""_blank"">Tlazoyaltepec Mixtec</a>",mqh,Living
"<a href=""https://en.wikipedia.org/wiki/Tlingit_language"" target=""_blank"">Tlingit</a>",tli,Living
"<a href=""https://en.wikipedia.org/wiki/To_language"" target=""_blank"">To</a>",toz,Living
"<a href=""https://en.wikipedia.org/wiki/To%E2%80%99abaita_language"" target=""_blank"">To'abaita</a>",mlu,Living
"<a href=""https://en.wikipedia.org/wiki/Toaripi_language"" target=""_blank"">Toaripi</a>",tqo,Living
"<a href=""https://en.wikipedia.org/wiki/Toba_Qom_language"" target=""_blank"">Toba</a>",tob,Living
"<a href=""https://en.wikipedia.org/wiki/Tobagonian_Creole"" target=""_blank"">Tobagonian Creole English</a>",tgh,Living
"<a href=""https://en.wikipedia.org/wiki/Toba-Maskoy_language"" target=""_blank"">Toba-Maskoy</a>",tmf,Living
"<a href=""https://en.wikipedia.org/wiki/Tobanga_language"" target=""_blank"">Tobanga</a>",tng,Living
"<a href=""https://en.wikipedia.org/wiki/Tobati_language"" target=""_blank"">Tobati</a>",tti,Living
"<a href=""https://en.wikipedia.org/wiki/Tobelo_language"" target=""_blank"">Tobelo</a>",tlb,Living
"<a href=""https://en.wikipedia.org/wiki/Tobian_language"" target=""_blank"">Tobian</a>",tox,Living
"<a href=""https://en.wikipedia.org/wiki/Momogun_language"" target=""_blank"">Tobilung</a>",tgb,Living
"<a href=""https://en.wikipedia.org/wiki/Tobo_language"" target=""_blank"">Tobo</a>",tbv,Living
"<a href=""https://en.wikipedia.org/wiki/Akw%C3%A1wa_language"" target=""_blank"">Tocantins Asurini</a>",asu,Living
"<a href=""https://en.wikipedia.org/wiki/Tocho_language"" target=""_blank"">Tocho</a>",taz,Living
"<a href=""https://en.wikipedia.org/wiki/Toda_language"" target=""_blank"">Toda</a>",tcx,Living
"<a href=""https://en.wikipedia.org/wiki/Todrah_language"" target=""_blank"">Todrah</a>",tdr,Living
"<a href=""https://en.wikipedia.org/wiki/Tofanma_language"" target=""_blank"">Tofanma</a>",tlg,Living
"<a href=""https://en.wikipedia.org/wiki/Tofin_language"" target=""_blank"">Tofin Gbe</a>",tfi,Living
"<a href=""https://en.wikipedia.org/wiki/Central_Banda_language"" target=""_blank"">Togbo-Vara Banda</a>",tor,Living
"<a href=""https://en.wikipedia.org/wiki/Togoyo_language"" target=""_blank"">Togoyo</a>",tgy,Extinct
"<a href=""https://en.wikipedia.org/wiki/O%27odham_language"" target=""_blank"">Tohono O'odham</a>",ood,Living
"<a href=""https://en.wikipedia.org/wiki/Tojolab%27al_language"" target=""_blank"">Tojolabal</a>",toj,Living
"<a href=""https://en.wikipedia.org/wiki/Tok_Pisin"" target=""_blank"">Tok Pisin</a>",tpi,Living
"<a href=""https://en.wikipedia.org/wiki/Tokano_language"" target=""_blank"">Tokano</a>",zuh,Living
"<a href=""https://en.wikipedia.org/wiki/Tokelauan_language"" target=""_blank"">Tokelau</a>",tkl,Living
"<a href=""https://en.wikipedia.org/wiki/Tocharian_languages"" target=""_blank"">Tokharian A</a>",xto,Ancient
"<a href=""https://en.wikipedia.org/wiki/Tocharian_languages"" target=""_blank"">Tokharian B</a>",txb,Ancient
"<a href=""https://en.wikipedia.org/wiki/Tokunoshima_language"" target=""_blank"">Toku-No-Shima</a>",tkn,Living
"<a href=""https://en.wikipedia.org/wiki/Tol_language"" target=""_blank"">Tol</a>",jic,Living
"<a href=""https://en.wikipedia.org/wiki/Tolaki_language"" target=""_blank"">Tolaki</a>",lbw,Living
"<a href=""https://en.wikipedia.org/wiki/Tolomako_language"" target=""_blank"">Tolomako</a>",tlm,Living
"<a href=""https://en.wikipedia.org/wiki/Tolowa_language"" target=""_blank"">Tolowa</a>",tol,Living
"<a href=""https://en.wikipedia.org/wiki/Loma_language"" target=""_blank"">Toma</a>",tod,Living
"<a href=""https://en.wikipedia.org/wiki/Tomadino_language"" target=""_blank"">Tomadino</a>",tdi,Living
"<a href=""https://en.wikipedia.org/wiki/Mbelala_language"" target=""_blank"">Tombelala</a>",ttp,Living
"<a href=""https://en.wikipedia.org/wiki/Tombonuwo_language"" target=""_blank"">Tombonuo</a>",txa,Living
"<a href=""https://en.wikipedia.org/wiki/Tombulu_language"" target=""_blank"">Tombulu</a>",tom,Living
"<a href=""https://en.wikipedia.org/wiki/Spurious_languages#toe"" target=""_blank"">Tomedes</a>",toe,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tomini_language"" target=""_blank"">Tomini</a>",txm,Living
"<a href=""https://en.wikipedia.org/wiki/Escarpment_Dogon"" target=""_blank"">Tommo So Dogon</a>",dto,Living
"<a href=""https://en.wikipedia.org/wiki/Western_Plains_Dogon"" target=""_blank"">Tomo Kan Dogon</a>",dtm,Living
"<a href=""https://en.wikipedia.org/wiki/Tomoip_language"" target=""_blank"">Tomoip</a>",tqp,Living
"<a href=""https://en.wikipedia.org/wiki/Tondano_language"" target=""_blank"">Tondano</a>",tdn,Living
"<a href=""https://en.wikipedia.org/wiki/Tondi_Songway_Kiini"" target=""_blank"">Tondi Songway Kiini</a>",tst,Living
"<a href=""https://en.wikipedia.org/wiki/Tonga_(Nyasa)_language"" target=""_blank"">Tonga (Nyasa)</a>",tog,Living
"<a href=""https://en.wikipedia.org/wiki/Ten%27edn"" target=""_blank"">Tonga (Thailand)</a>",tnz,Living
"<a href=""https://en.wikipedia.org/wiki/Tongan_language"" target=""_blank"">Tonga (Tonga Islands)</a>",ton,Living
"<a href=""https://en.wikipedia.org/wiki/Tonga_language_(Zambia_and_Zimbabwe)"" target=""_blank"">Tonga (Zambia)</a>",toi,Living
"<a href=""https://en.wikipedia.org/wiki/Tongwe_language"" target=""_blank"">Tongwe</a>",tny,Living
"<a href=""https://en.wikipedia.org/wiki/Tonjon_language"" target=""_blank"">Tonjon</a>",tjn,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tonkawa_language"" target=""_blank"">Tonkawa</a>",tqw,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tonsawang_language"" target=""_blank"">Tonsawang</a>",tnw,Living
"<a href=""https://en.wikipedia.org/wiki/Tonsea_language"" target=""_blank"">Tonsea</a>",txs,Living
"<a href=""https://en.wikipedia.org/wiki/Tontemboan_language"" target=""_blank"">Tontemboan</a>",tnt,Living
"<a href=""https://en.wikipedia.org/wiki/Tooro_language"" target=""_blank"">Tooro</a>",ttj,Living
"<a href=""https://en.wikipedia.org/wiki/Topoiyo_language"" target=""_blank"">Topoiyo</a>",toy,Living
"<a href=""https://en.wikipedia.org/wiki/Toposa_language"" target=""_blank"">Toposa</a>",toq,Living
"<a href=""https://en.wikipedia.org/wiki/Tor%C3%A1_language"" target=""_blank"">Torá</a>",trz,Extinct
"<a href=""https://en.wikipedia.org/wiki/Toraja-Sa%E2%80%99dan_language"" target=""_blank"">Toraja-Sa'dan</a>",sda,Living
"<a href=""https://en.wikipedia.org/wiki/Toram_language"" target=""_blank"">Toram</a>",trj,Living
"<a href=""https://en.wikipedia.org/wiki/Torau_language"" target=""_blank"">Torau</a>",ttu,Living
"<a href=""https://en.wikipedia.org/wiki/Me%C3%A4nkieli_dialects"" target=""_blank"">Tornedalen Finnish</a>",fit,Living
"<a href=""https://en.wikipedia.org/wiki/Toro_language"" target=""_blank"">Toro</a>",tdv,Living
"<a href=""https://en.wikipedia.org/wiki/Escarpment_Dogon"" target=""_blank"">Toro So Dogon</a>",dts,Living
"<a href=""https://en.wikipedia.org/wiki/Toro-tegu_Dogon"" target=""_blank"">Toro Tegu Dogon</a>",dtt,Living
"<a href=""https://en.wikipedia.org/wiki/Toromono_language"" target=""_blank"">Toromono</a>",tno,Living
"<a href=""https://en.wikipedia.org/wiki/Torona_language"" target=""_blank"">Torona</a>",tqr,Extinct
"<a href=""https://en.wikipedia.org/wiki/Torres_Strait_Creole"" target=""_blank"">Torres Strait Creole</a>",tcs,Living
"<a href=""https://en.wikipedia.org/wiki/Torricelli_language"" target=""_blank"">Torricelli</a>",tei,Living
"<a href=""https://en.wikipedia.org/wiki/Torwali_language"" target=""_blank"">Torwali</a>",trw,Living
"<a href=""https://en.wikipedia.org/wiki/Tosk_Albanian"" target=""_blank"">Tosk Albanian</a>",als,Living
"<a href=""https://en.wikipedia.org/wiki/Totela_language"" target=""_blank"">Totela</a>",ttl,Living
"<a href=""https://en.wikipedia.org/wiki/Toto_language"" target=""_blank"">Toto</a>",txo,Living
"<a href=""https://en.wikipedia.org/wiki/Totoli_language"" target=""_blank"">Totoli</a>",txe,Living
"<a href=""https://en.wikipedia.org/wiki/Totomachapan_Zapotec"" target=""_blank"">Totomachapan Zapotec</a>",zph,Living
"<a href=""https://en.wikipedia.org/wiki/Totontepec_Mixe"" target=""_blank"">Totontepec Mixe</a>",mto,Living
"<a href=""https://en.wikipedia.org/wiki/Coconucan_language"" target=""_blank"">Totoro</a>",ttk,Living
"<a href=""https://en.wikipedia.org/wiki/Touo_language"" target=""_blank"">Touo</a>",tqu,Living
"<a href=""https://en.wikipedia.org/wiki/Tura_language"" target=""_blank"">Toura (Côte d'Ivoire)</a>",neb,Living
"<a href=""https://en.wikipedia.org/wiki/Toura_language_(Papua_New_Guinea)"" target=""_blank"">Toura (Papua New Guinea)</a>",don,Living
"<a href=""https://en.wikipedia.org/wiki/Towei_language"" target=""_blank"">Towei</a>",ttn,Living
"<a href=""https://en.wikipedia.org/wiki/Gaulish_language"" target=""_blank"">Transalpine Gaulish</a>",xtg,Ancient
"<a href=""https://en.wikipedia.org/wiki/Scandoromani_language"" target=""_blank"">Traveller Danish</a>",rmd,Extinct
"<a href=""https://en.wikipedia.org/wiki/Scandoromani_language"" target=""_blank"">Traveller Norwegian</a>",rmg,Living
"<a href=""https://en.wikipedia.org/wiki/Scottish_Cant"" target=""_blank"">Traveller Scottish</a>",trl,Living
"<a href=""https://en.wikipedia.org/wiki/Tregami_language"" target=""_blank"">Tregami</a>",trm,Living
"<a href=""https://en.wikipedia.org/wiki/Trememb%C3%A9_language"" target=""_blank"">Tremembé</a>",tme,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tariang_language"" target=""_blank"">Trieng</a>",stg,Living
"<a href=""https://en.wikipedia.org/wiki/Trimuris_language"" target=""_blank"">Trimuris</a>",tip,Living
"<a href=""https://en.wikipedia.org/wiki/Tring_language"" target=""_blank"">Tring</a>",tgq,Living
"<a href=""https://en.wikipedia.org/wiki/Tringgus_language"" target=""_blank"">Tringgus-Sembaan Bidayuh</a>",trx,Living
"<a href=""https://en.wikipedia.org/wiki/Trinidadian_Sign_Language"" target=""_blank"">Trinidad and Tobago Sign Language</a>",lst,Living
"<a href=""https://en.wikipedia.org/wiki/Trinidadian_Creole"" target=""_blank"">Trinidadian Creole English</a>",trf,Living
"<a href=""https://en.wikipedia.org/wiki/Moxo_language"" target=""_blank"">Trinitario</a>",trn,Living
"<a href=""https://en.wikipedia.org/wiki/Tiriy%C3%B3_language"" target=""_blank"">Trió</a>",tri,Living
"<a href=""https://en.wikipedia.org/wiki/Truk%C3%A1_language"" target=""_blank"">Truká</a>",tka,Extinct
"<a href=""https://en.wikipedia.org/wiki/Trumai_language"" target=""_blank"">Trumai</a>",tpy,Living
"<a href=""https://en.wikipedia.org/wiki/Tsaangi_language"" target=""_blank"">Tsaangi</a>",tsa,Living
"<a href=""https://en.wikipedia.org/wiki/Tsakhur_language"" target=""_blank"">Tsakhur</a>",tkr,Living
"<a href=""https://en.wikipedia.org/wiki/Tsakonian_language"" target=""_blank"">Tsakonian</a>",tsd,Living
"<a href=""https://en.wikipedia.org/wiki/Tsaukambo_language"" target=""_blank"">Tsakwambo</a>",kvz,Living
"<a href=""https://en.wikipedia.org/wiki/Tsamai_language"" target=""_blank"">Tsamai</a>",tsb,Living
"<a href=""https://en.wikipedia.org/wiki/Tsat_language"" target=""_blank"">Tsat</a>",huq,Living
"<a href=""https://en.wikipedia.org/wiki/Tseku_language"" target=""_blank"">Tseku</a>",tsk,Living
"<a href=""https://en.wikipedia.org/wiki/Tsetsaut_language"" target=""_blank"">Tsetsaut</a>",txc,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tshangla_language"" target=""_blank"">Tshangla</a>",tsj,Living
"<a href=""https://en.wikipedia.org/wiki/Kimba_language"" target=""_blank"">Tsikimba</a>",kdl,Living
"<a href=""https://en.wikipedia.org/wiki/Chimane_language"" target=""_blank"">Tsimané</a>",cas,Living
"<a href=""https://en.wikipedia.org/wiki/Malagasy_language"" target=""_blank"">Tsimihety Malagasy</a>",xmw,Living
"<a href=""https://en.wikipedia.org/wiki/Coast_Tsimshian_dialect"" target=""_blank"">Tsimshian</a>",tsi,Living
"<a href=""https://en.wikipedia.org/wiki/Shingini_language"" target=""_blank"">Tsishingini</a>",tsw,Living
"<a href=""https://en.wikipedia.org/wiki/Tso_language"" target=""_blank"">Tso</a>",ldp,Living
"<a href=""https://en.wikipedia.org/wiki/Tshwa_language"" target=""_blank"">Tsoa</a>",hio,Living
"<a href=""https://en.wikipedia.org/wiki/Tsogo_language"" target=""_blank"">Tsogo</a>",tsv,Living
"<a href=""https://en.wikipedia.org/wiki/Tsonga_language"" target=""_blank"">Tsonga</a>",tso,Living
"<a href=""https://en.wikipedia.org/wiki/Luhya_language"" target=""_blank"">Tsotso</a>",lto,Living
"<a href=""https://en.wikipedia.org/wiki/Tsou_language"" target=""_blank"">Tsou</a>",tsu,Living
"<a href=""https://en.wikipedia.org/wiki/Laru_language"" target=""_blank"">Tsucuba</a>",cbq,Living
"<a href=""https://en.wikipedia.org/wiki/Kyirong-Kagate_language"" target=""_blank"">Tsum</a>",ttz,Living
"<a href=""https://en.wikipedia.org/wiki/Ts%27%C3%BCn-Lao_language"" target=""_blank"">Ts'ün-Lao</a>",tsl,Living
"<a href=""https://en.wikipedia.org/wiki/Vadi_language"" target=""_blank"">Tsuvadi</a>",tvd,Living
"<a href=""https://en.wikipedia.org/wiki/Tsuvan_language"" target=""_blank"">Tsuvan</a>",tsh,Living
"<a href=""https://en.wikipedia.org/wiki/Tswa_language"" target=""_blank"">Tswa</a>",tsc,Living
"<a href=""https://en.wikipedia.org/wiki/Tswana_language"" target=""_blank"">Tswana</a>",tsn,Living
"<a href=""https://en.wikipedia.org/wiki/Northern_Sotho_language#Other_varieties_of_Northern_Sotho"" target=""_blank"">Tswapong</a>",two,Living
"<a href=""https://en.wikipedia.org/wiki/Monguor_language"" target=""_blank"">Tu</a>",mjg,Living
"<a href=""https://en.wikipedia.org/wiki/Tuamotuan_language"" target=""_blank"">Tuamotuan</a>",pmt,Living
"<a href=""https://en.wikipedia.org/wiki/Tubar_language"" target=""_blank"">Tubar</a>",tbu,Extinct
"<a href=""https://en.wikipedia.org/wiki/T%C3%BCbatulabal_language"" target=""_blank"">Tübatulabal</a>",tub,Living
"<a href=""https://en.wikipedia.org/wiki/Tucano_language"" target=""_blank"">Tucano</a>",tuo,Living
"<a href=""https://en.wikipedia.org/wiki/Tugen_language"" target=""_blank"">Tugen</a>",tuy,Living
"<a href=""https://en.wikipedia.org/wiki/Wetarese_language"" target=""_blank"">Tugun</a>",tzn,Living
"<a href=""https://en.wikipedia.org/wiki/Tobelo_language"" target=""_blank"">Tugutil</a>",tuj,Living
"<a href=""https://en.wikipedia.org/wiki/Tukang_Besi_language"" target=""_blank"">Tukang Besi North</a>",khc,Living
"<a href=""https://en.wikipedia.org/wiki/Tukang_Besi_language"" target=""_blank"">Tukang Besi South</a>",bhq,Living
"<a href=""https://en.wikipedia.org/wiki/Ki_language"" target=""_blank"">Tuki</a>",bag,Living
"<a href=""https://en.wikipedia.org/wiki/Lahuli%E2%80%93Spiti_language"" target=""_blank"">Tukpa</a>",tpq,Living
"<a href=""https://en.wikipedia.org/wiki/Tocodede_language"" target=""_blank"">Tukudede</a>",tkd,Living
"<a href=""https://en.wikipedia.org/wiki/Kagwahiva_language"" target=""_blank"">Tukumanféd</a>",tkf,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tula_language"" target=""_blank"">Tula</a>",tul,Living
"<a href=""https://en.wikipedia.org/wiki/Tulehu_language"" target=""_blank"">Tulehu</a>",tlu,Living
"<a href=""https://en.wikipedia.org/wiki/Tulishi_language"" target=""_blank"">Tulishi</a>",tey,Living
"<a href=""https://en.wikipedia.org/wiki/Tulu_language"" target=""_blank"">Tulu</a>",tcy,Living
"<a href=""https://en.wikipedia.org/wiki/Tulu-Bohuai_language"" target=""_blank"">Tulu-Bohuai</a>",rak,Living
"<a href=""https://en.wikipedia.org/wiki/Tuma-Irumu_language"" target=""_blank"">Tuma-Irumu</a>",iou,Living
"<a href=""https://en.wikipedia.org/wiki/Tumak_language"" target=""_blank"">Tumak</a>",tmc,Living
"<a href=""https://en.wikipedia.org/wiki/Kanuri_language"" target=""_blank"">Tumari Kanuri</a>",krt,Living
"<a href=""https://en.wikipedia.org/wiki/Tumbuka_language"" target=""_blank"">Tumbuka</a>",tum,Living
"<a href=""https://en.wikipedia.org/wiki/Tumi_language"" target=""_blank"">Tumi</a>",kku,Living
"<a href=""https://en.wikipedia.org/wiki/Tumleo_language"" target=""_blank"">Tumleo</a>",tmq,Living
"<a href=""https://en.wikipedia.org/wiki/Saka_language"" target=""_blank"">Tumshuqese</a>",xtq,Historic
"<a href=""https://en.wikipedia.org/wiki/Tumtum_language"" target=""_blank"">Tumtum</a>",tbr,Living
"<a href=""https://en.wikipedia.org/wiki/Sisaala_language"" target=""_blank"">Tumulung Sisaala</a>",sil,Living
"<a href=""https://en.wikipedia.org/wiki/Mozabite_language"" target=""_blank"">Tumzabt</a>",mzb,Living
"<a href=""https://en.wikipedia.org/wiki/Enets_language"" target=""_blank"">Tundra Enets</a>",enh,Living
"<a href=""https://en.wikipedia.org/wiki/Nen_language"" target=""_blank"">Tunen</a>",tvu,Living
"<a href=""https://en.wikipedia.org/wiki/Tungag_language"" target=""_blank"">Tungag</a>",lcm,Living
"<a href=""https://en.wikipedia.org/wiki/Tunggare_language"" target=""_blank"">Tunggare</a>",trt,Living
"<a href=""https://en.wikipedia.org/wiki/Tunia_language"" target=""_blank"">Tunia</a>",tug,Living
"<a href=""https://en.wikipedia.org/wiki/Tunica_language"" target=""_blank"">Tunica</a>",tun,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tunisian_Arabic"" target=""_blank"">Tunisian Arabic</a>",aeb,Living
"<a href=""https://en.wikipedia.org/wiki/Tunisian_Sign_Language"" target=""_blank"">Tunisian Sign Language</a>",tse,Living
"<a href=""https://en.wikipedia.org/wiki/Tunjung_language"" target=""_blank"">Tunjung</a>",tjg,Living
"<a href=""https://en.wikipedia.org/wiki/Tunni_language"" target=""_blank"">Tunni</a>",tqq,Living
"<a href=""https://en.wikipedia.org/wiki/Tunzu_language"" target=""_blank"">Tunzu</a>",dza,Living
"<a href=""https://en.wikipedia.org/wiki/Tuotomb_language"" target=""_blank"">Tuotomb</a>",ttf,Living
"<a href=""https://en.wikipedia.org/wiki/Tupar%C3%AD_language"" target=""_blank"">Tuparí</a>",tpr,Living
"<a href=""https://en.wikipedia.org/wiki/Tupi_language"" target=""_blank"">Tupí</a>",tpw,Extinct
"<a href=""https://en.wikipedia.org/wiki/Tupi_language"" target=""_blank"">Tupinambá</a>",tpn,Extinct
